"stable_id","file","line","end_line","scope","syntactic_contract_family","normative_anchor","work_item_anchor","classification","reason","evidence","source_sha256"
"R1-08ee06ddad9ba2a7a04f6cd7","crates/modules/eliot-native-worker-core/src/lib.rs","322","325","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: PROCESS_PROVIDER_PLAN_GAP, detail: ""P-03 ProcessExecutor was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-f575a9b42efe8df3f8237478","crates/modules/eliot-native-worker-core/src/lib.rs","402","405","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: ADMISSION_PROVIDER_PLAN_GAP, detail: ""G-01-facing admission provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-204dcaf307cefc0a2e8c339a","crates/modules/eliot-native-worker-core/src/lib.rs","422","425","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: PROCESS_PROVIDER_PLAN_GAP, detail: ""P-03 ProcessExecutor was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-41c0a8a0250631b2fe21f94c","crates/modules/eliot-native-worker-core/src/lib.rs","440","443","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: REPLAY_PROVIDER_PLAN_GAP, detail: ""durable replay provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-83338de59be5fc085f83fd14","crates/modules/eliot-native-worker-core/src/lib.rs","474","477","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: REPLAY_PROVIDER_PLAN_GAP, detail: ""durable replay provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-86e891c67852b4a9733f3a33","crates/modules/eliot-native-worker-core/src/lib.rs","488","491","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: REPLAY_PROVIDER_PLAN_GAP, detail: ""durable replay provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-ce79ff1d3262817c50b40f06","crates/modules/eliot-native-worker-core/src/lib.rs","510","513","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: REPLAY_PROVIDER_PLAN_GAP, detail: ""durable replay provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-03d699963fd3d30f6fe3b592","crates/modules/eliot-native-worker-core/src/lib.rs","687","690","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: PROCESS_PROVIDER_PLAN_GAP, detail: ""P-03 ProcessExecutor was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-50422a8733f20596068d37f8","crates/modules/eliot-native-worker-core/src/lib.rs","742","745","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: PROCESS_PROVIDER_PLAN_GAP, detail: ""P-03 ProcessExecutor was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-9f82032ee919a421b13b3434","crates/modules/eliot-native-worker-core/src/lib.rs","818","821","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: CHECKPOINT_PROVIDER_PLAN_GAP, detail: ""durable checkpoint provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-5ccbe89328a77dcfb069e849","crates/modules/eliot-native-worker-core/src/lib.rs","884","887","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: REPLAY_PROVIDER_PLAN_GAP, detail: ""durable replay provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-bd8ff14d68e87f113567a56c","crates/modules/eliot-native-worker-core/src/lib.rs","957","960","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: ADMISSION_PROVIDER_PLAN_GAP, detail: ""G-01-facing admission provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-45abe2c283def9b7f07d2f21","crates/modules/eliot-native-worker-core/src/lib.rs","1011","1014","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: ADMISSION_PROVIDER_PLAN_GAP, detail: ""G-01-facing admission provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-c3e8b8ea78f0930658d4e4da","crates/modules/eliot-native-worker-core/src/lib.rs","1128","1131","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: REPLAY_PROVIDER_PLAN_GAP, detail: ""durable replay provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-0fd36f94a74121dc9009c185","crates/modules/eliot-native-worker-core/src/lib.rs","1200","1203","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: PROCESS_PROVIDER_PLAN_GAP, detail: ""P-03 ProcessExecutor was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-501bb4dd7ad52ba4cec1eb92","crates/modules/eliot-native-worker-core/src/lib.rs","1212","1215","production-or-mixed","typed/WorkerError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","WorkerError::PlanGap { code: REPLAY_PROVIDER_PLAN_GAP, detail: ""durable replay provider was not injected"", }","a9a50bc0bca08e4ec7aa7c0dcf1a3c447f713e992a966133d5c4f8c6a9c46fab"
"R1-cbe70ebe331e790da7a8bb0d","crates/modules/eliot-wasm-runtime/src/runtime.rs","136","136","production-or-mixed","typed/RuntimeError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","RuntimeError::PlanGap","c6309a5dea965eb8ae4c709d4403663418dc45cb13d7de97142e06657bba1e9b"
"R1-557daec7c5275d148950f615","crates/modules/eliot-wasm-runtime/src/runtime.rs","203","203","production-or-mixed","typed/RuntimeError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","RuntimeError::PlanGap","c6309a5dea965eb8ae4c709d4403663418dc45cb13d7de97142e06657bba1e9b"
"R1-eb38a15d8e9ff806fef44479","crates/modules/eliot-wasm-runtime/src/runtime.rs","207","207","production-or-mixed","typed/RuntimeError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","RuntimeError::PlanGap","c6309a5dea965eb8ae4c709d4403663418dc45cb13d7de97142e06657bba1e9b"
"R1-41d8edb13b748e9c0e35d146","crates/modules/eliot-wasm-runtime/src/runtime.rs","213","213","production-or-mixed","typed/RuntimeError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","RuntimeError::PlanGap","c6309a5dea965eb8ae4c709d4403663418dc45cb13d7de97142e06657bba1e9b"
"R1-d83ea8fce2be67dddfdbd7fe","crates/modules/eliot-wasm-runtime/src/runtime.rs","307","307","production-or-mixed","typed/InvocationDisposition::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","InvocationDisposition::Unavailable","c6309a5dea965eb8ae4c709d4403663418dc45cb13d7de97142e06657bba1e9b"
"R1-3675b064708673cf0b025a3c","crates/modules/eliot-wasm-runtime/src/runtime.rs","308","308","production-or-mixed","typed/RuntimeError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","RuntimeError::PlanGap","c6309a5dea965eb8ae4c709d4403663418dc45cb13d7de97142e06657bba1e9b"
"R1-4c58e19476553716b988d906","crates/modules/eliot-wasm-runtime/src/runtime.rs","321","321","production-or-mixed","typed/InvocationDisposition::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","InvocationDisposition::Unavailable","c6309a5dea965eb8ae4c709d4403663418dc45cb13d7de97142e06657bba1e9b"
"R1-3fbc2f23c623d632a29db8f6","crates/modules/eliot-wasm-runtime/src/tests.rs","881","881","test-only","typed/PortError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PortError::Unavailable","f3bebf1eddca64fa9caac1f902433238fde1f5fa8308aa971e802396ad03f20a"
"R1-57ad1026a596e322bbec9237","crates/modules/eliot-wasm-runtime/src/tests.rs","901","901","test-only","typed/PortError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PortError::Unavailable","f3bebf1eddca64fa9caac1f902433238fde1f5fa8308aa971e802396ad03f20a"
"R1-94c6660b3ede6e37596bbf67","crates/smart/eliot-memory/src/lib.rs","318","318","production-or-mixed","typed/MemoryError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","MemoryError::Unavailable","76a211643bab444a6692b461ddf4ce6c62788e10b56073f9b96ff40a34f5131d"
"R1-fe380bdf5518e19d32bf0205","crates/smart/eliot-memory/src/lib.rs","378","378","production-or-mixed","typed/MemoryError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","MemoryError::Unavailable","76a211643bab444a6692b461ddf4ce6c62788e10b56073f9b96ff40a34f5131d"
"R1-ef4e89bf2793efc95a797c2a","crates/smart/eliot-memory/src/lib.rs","395","395","production-or-mixed","typed/MemoryError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","MemoryError::Unavailable","76a211643bab444a6692b461ddf4ce6c62788e10b56073f9b96ff40a34f5131d"
"R1-933d29ab1a6cfdde00fd15df","crates/smart/eliot-memory/src/lib.rs","435","435","production-or-mixed","typed/MemoryError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","MemoryError::Unavailable","76a211643bab444a6692b461ddf4ce6c62788e10b56073f9b96ff40a34f5131d"
"R1-d299eec1656f76370689daa3","crates/smart/eliot-memory/src/lib.rs","474","474","production-or-mixed","typed/MemoryError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","MemoryError::Unavailable","76a211643bab444a6692b461ddf4ce6c62788e10b56073f9b96ff40a34f5131d"
"R1-3cf378761d72a55fbcc7b55e","crates/smart/eliot-memory/src/lib.rs","499","499","production-or-mixed","typed/MemoryError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","MemoryError::Unavailable","76a211643bab444a6692b461ddf4ce6c62788e10b56073f9b96ff40a34f5131d"
"R1-e1200bc6fd9cc5cc4a7ac671","crates/smart/eliot-memory/src/lib.rs","580","580","production-or-mixed","typed/MemoryError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","MemoryError::Unavailable","76a211643bab444a6692b461ddf4ce6c62788e10b56073f9b96ff40a34f5131d"
"R1-5d51b88765695d24007756c6","crates/smart/eliot-memory/src/lib.rs","613","613","production-or-mixed","typed/MemoryError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","MemoryError::Unavailable","76a211643bab444a6692b461ddf4ce6c62788e10b56073f9b96ff40a34f5131d"
"R1-aede0d6e8438f0ac870a059b","crates/smart/eliot-system-experience/src/lib.rs","134","134","production-or-mixed","typed/ExperienceError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ExperienceError::Unavailable","e06d3835cd4928173ba73b767afe35ceab63a1957b8db6d4e2d492949d893ddd"
"R1-8101fa2a7297996552a3224e","crates/smart/eliot-system-experience/src/lib.rs","168","168","production-or-mixed","typed/ExperienceError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ExperienceError::Unavailable","e06d3835cd4928173ba73b767afe35ceab63a1957b8db6d4e2d492949d893ddd"
"R1-bd4f09a8e0079e6604bdad8b","crates/smart/eliot-system-experience/src/lib.rs","184","184","production-or-mixed","typed/ExperienceError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ExperienceError::Unavailable","e06d3835cd4928173ba73b767afe35ceab63a1957b8db6d4e2d492949d893ddd"
"R1-697ac050ad8f74b54accd36a","crates/smart/eliot-system-experience/src/lib.rs","217","217","production-or-mixed","typed/ExperienceError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ExperienceError::Unavailable","e06d3835cd4928173ba73b767afe35ceab63a1957b8db6d4e2d492949d893ddd"
"R1-649ca2e1c6383235a181cf7d","crates/smart/eliot-system-experience/src/lib.rs","242","242","production-or-mixed","typed/ExperienceError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ExperienceError::Unavailable","e06d3835cd4928173ba73b767afe35ceab63a1957b8db6d4e2d492949d893ddd"
"R1-a417797235c0694844dac098","crates/smart/eliot-system-experience/src/lib.rs","254","254","production-or-mixed","typed/ExperienceError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ExperienceError::Unavailable","e06d3835cd4928173ba73b767afe35ceab63a1957b8db6d4e2d492949d893ddd"
"R1-288c7da593baf0b2f2b6a5a8","crates/smart/eliot-system-experience/src/lib.rs","299","299","production-or-mixed","typed/ExperienceError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ExperienceError::Unavailable","e06d3835cd4928173ba73b767afe35ceab63a1957b8db6d4e2d492949d893ddd"
"R1-54caaddd29cf8b263afd4ba4","crates/smart/eliot-system-experience/src/lib.rs","315","315","production-or-mixed","typed/ExperienceError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ExperienceError::Unavailable","e06d3835cd4928173ba73b767afe35ceab63a1957b8db6d4e2d492949d893ddd"
"R1-d4c43e59b16e847a8cf0f3b3","crates/storage/eliot-blob/src/lib.rs","520","522","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""P-01/P-02 root containment or permission proof unavailable"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-b4e22bac053c4f65a09bd793","crates/storage/eliot-blob/src/lib.rs","561","563","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""durable blob journal CAS revision is stale"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-54f811e565fdbc139e28d72f","crates/storage/eliot-blob/src/lib.rs","689","691","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""GC target-observed deletion receipt is required"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-c647f7860a045f8673633960","crates/storage/eliot-blob/src/lib.rs","702","704","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""legacy GC deletion seam is not accepted without a target receipt"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-1bf46b78457b725f704f26c0","crates/storage/eliot-blob/src/lib.rs","880","882","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""GC tombstone revision is missing"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-fead2ea6fe404c52cd9d3d5d","crates/storage/eliot-blob/src/lib.rs","893","895","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""GC tombstone state/receipt mismatch"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-fc3a933dd0b2d52bf8d38c87","crates/storage/eliot-blob/src/lib.rs","1345","1347","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""GC tombstone CAS revision is stale"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-836d6375850f65299e031775","crates/storage/eliot-blob/src/lib.rs","1520","1520","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap(""GC tombstone revision overflow"".to_owned())","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-0bcd9fa31c0095ecd856e037","crates/storage/eliot-blob/src/lib.rs","1543","1543","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap(""GC tombstone revision overflow"".to_owned())","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-2ce3928e5ba7e75c7f56529c","crates/storage/eliot-blob/src/lib.rs","1554","1556","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""P-02 rejected a reparse point during GC deletion"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-926fe62781b61405e9fdc56a","crates/storage/eliot-blob/src/lib.rs","1599","1601","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""P-02 rejected a reparse point while confirming GC receipt"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-a5d69ced37fdac4bb4f8a59d","crates/storage/eliot-blob/src/lib.rs","1611","1611","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap(""GC tombstone revision overflow"".to_owned())","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-a7296b4445483278b27f0cfd","crates/storage/eliot-blob/src/lib.rs","1628","1630","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""purged or quarantined blob content cannot be re-admitted"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-e899952bfb9c9a99cc933f71","crates/storage/eliot-blob/src/lib.rs","2124","2126","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""GC tombstone identity does not match the exact request"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-1877bf331e39094b8aa47b00","crates/storage/eliot-blob/src/lib.rs","2143","2145","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""P-02 rejected a reparse point during GC"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-e2be4c97f5148f6585c8c2b0","crates/storage/eliot-blob/src/lib.rs","2155","2157","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""P-02 rejected a metadata reparse point during GC"".to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-d14193f3ccb7e3d9d7a1c477","crates/storage/eliot-blob/src/lib.rs","2469","2472","production-or-mixed","typed/BlobError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BlobError::PlanGap( ""S-04 requires an injected P-01/P-02 durable no-replace and reparse-safe blob platform port"" .to_owned(), )","867f8cf50d13b7e83ec5e9357dacccd9e5e16b5a03619a7d4fa83eb1d9877240"
"R1-25b4124fe534afbf349d80d6","crates/storage/eliot-store-api/src/lib.rs","1836","1836","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","8a0daefbf5e0e53cbb6f4c5c0d2b450308af5df473b1c96aa2361055a554fead"
"R1-a979828b5328fef0fdf1f178","crates/storage/eliot-store-api/src/lib.rs","1847","1847","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","8a0daefbf5e0e53cbb6f4c5c0d2b450308af5df473b1c96aa2361055a554fead"
"R1-3ba604121661081fc90aa783","crates/storage/eliot-store-api/src/wire.rs","78","78","production-or-mixed","typed/ReadinessStatus::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ReadinessStatus::Unavailable","1990a73a7db03999f09bd8201b766affd69bc15fb731b92776b09ebbc7483e2e"
"R1-28d24355370befa692e0944e","crates/storage/eliot-store-memory/src/lib.rs","388","388","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","e543db7f007077304b6db18cd22a4fc2182897b893997cfe447bdd7e6940107e"
"R1-dd06678d92fa5a477f05e530","crates/storage/eliot-store-memory/src/lib.rs","410","410","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","e543db7f007077304b6db18cd22a4fc2182897b893997cfe447bdd7e6940107e"
"R1-3bee2cc037cb027490d7a723","crates/storage/eliot-store-memory/src/lib.rs","417","417","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","e543db7f007077304b6db18cd22a4fc2182897b893997cfe447bdd7e6940107e"
"R1-50ea5da092734e430265320f","crates/storage/eliot-store-memory/src/lib.rs","420","420","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","e543db7f007077304b6db18cd22a4fc2182897b893997cfe447bdd7e6940107e"
"R1-6f3b8af3516d14dffda10a52","crates/storage/eliot-store-memory/src/lib.rs","533","533","production-or-mixed","typed/StoreHealthStatus::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreHealthStatus::Unavailable","e543db7f007077304b6db18cd22a4fc2182897b893997cfe447bdd7e6940107e"
"R1-ce294f3d5da3e8fd903a42e8","crates/storage/eliot-store-memory/src/lib.rs","551","551","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","e543db7f007077304b6db18cd22a4fc2182897b893997cfe447bdd7e6940107e"
"R1-a9f8dd9ac1b353bd4cd87edb","crates/storage/eliot-store-surreal-adapter/src/apply.rs","802","802","production-or-mixed","typed/ProviderHealth::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProviderHealth::Unavailable","f0a35112afcbe19a89bff87a8a824dc61cf0a4e567ddc01422e9f399aafc6eca"
"R1-0eeb53fc3dab25523918c87a","crates/storage/eliot-store-surreal-adapter/src/apply.rs","1559","1559","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","f0a35112afcbe19a89bff87a8a824dc61cf0a4e567ddc01422e9f399aafc6eca"
"R1-53004f015e4b16a965a4fec9","crates/storage/eliot-store-surreal-adapter/src/apply.rs","1586","1586","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","f0a35112afcbe19a89bff87a8a824dc61cf0a4e567ddc01422e9f399aafc6eca"
"R1-5e6bccb1d90b3386c60d5e29","crates/storage/eliot-store-surreal-adapter/src/error.rs","53","53","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","c4aae59a99ff7e7d24f740cf866c25a40dd17f6c5576391d3946d69604b7b17d"
"R1-22349cf43b3260153197b562","crates/storage/eliot-store-surreal-adapter/src/health.rs","48","48","production-or-mixed","typed/AdapterAvailability::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterAvailability::Unavailable","da0fa18fe9a2e0558c7a6b5abd31d8714d1349faa38ea52ab61c7c7d1e555a27"
